text,funny
"A bloke just ran up to me and said he was going to beat me up with the neck of his guitar! I said, is that a fret?",1
"A bloke walked into a Fishmongers with a giant condom under his arm. ""A pound a fillet?"" The Fishmonger replied ""A pound you don't"".",1
"A bloke was shagging his overweight missus, when his phone rings.""You'll have to ring me back mate, I'm in the tub"" he said.",1
"A blonde is watching the news and hears that 2 Brazilian men die in an accident. She cries and says, ""Oh my gosh, how many is a brazilian?""",1
"A blonde read a news headline, ""12 Brazilian soldiers killed"" She shook her head and asked her friend, ""How many is a Brazilian?""",1
"A blonde walks to her mailbox-nothing. Comes out again-nothing. Neighbor says-Whats wrong? Blonde-My laptop keeps saying,""You've got mail!""",1
"A boat builder is showing his son one of his forests. He turns to him and says, ""Son, one day all this will be oars""",1
A boat carrying red paint has crashed into a boat carrying blue paint. The crew have been marooned.,1
A book fell on my head... I can't blame myshelf.,1
"A book fell on Sean Connery's head. He replies ""I only have my shelf to blame"".",1
A book just fell on my head. I've only got my shelf to blame.,1
"A book of poems for children entitled Mother Goose 's Melody was published in England in 1781 , and the name `` Mother Goose '' has been associated with children 's poetry ever since.",0
"A boxer complains to his doctor about insomnia. Doc ""Have you tried counting sheep?"" Boxer ""Yes, but whenever I get to 9, I stand up""",1
"A boy goes to a strip club. His mom gets angry &amp; asks him: Did you see anything there that you weren't supposed to see?

Boy: Yes, dad!",1
"A boy goes to a strip club. His mom gets angry and asks him: Did you see anything there that you weren't supposed to see?

Boy: Yes, dad!",1
"A boy w/ diarrhea tells his Mom he needs Viagra. She asks ""Why do u need that"" He says ""That's what u give Dad when his shit won't get hard""",1
A breakfast in Harlem underscores key challenge for White House hopeful Sanders:  ,0
A breakfast sausage is a type of fresh pork sausage usually served at breakfast.,0
A brief history of the FIFA presidency (since 1904):,0
A British prisoner has squeezed 4 smuggled mobile phones out of his arse. All chargers have been dropped.,1
A broken clock is right twice a day,0
"A Broken Friendship May Be Soldered, But Will Never Be Sound",0
"A Buddhist goes up to a hotdog stand and says, ""Make me one with everything.""",1
A Burden Of One's Own Choice Is Not Felt,0
A Burnt Child Dreads The Fire,0
A burp is just a fart that took the elevator.,1
"A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station..",1
A cannibal passed his friend in the woods.,1
A Cat In Gloves Catches No Mice,0
"A celebrity is a person who works hard all his life to become well known, then wears dark glasses to avoid being recognized.",1
A cement mixer collided with a prison van. People are warned to be on the lookout for 15 hardened criminals.,1
A cheeseburger may have more than one hamburger patty and slice of cheese.,0
A chemistry lab is like a big party. Some drop the acid while others drop the base.,1
A chordophone is any musical instrument which makes sound by way of a vibrating string or strings stretched between two points.,0
"A Christmas tree stand is an object designed to support a cut , natural Christmas tree or an artificial Christmas tree.",0
A City That Parleys Is Half Gotten,0
A Civil Denial Is Better Than A Rude Grant,0
A Clean Fast Is Better Than A Dirty Breakfast,0
A Clean Hand Wants No Washing,0
A clear conscience is usually the sign of a bad memory.,1
A Clear Conscience Laughs At False Accusations,0
"A close friend , singer Miriam Makeba , persuaded her to go to Liberia.",0
A Close Mouth Catches No Flies,0
A closed mouth gathers no foot.,1
A clown has been sacked for turning up late for his job at the circus. He is suing for funfair dismissal.,1
A Cock Is Valiant On His Own Dunghill,0
A comedian does funny things. A good comedian does things funny.,1
A comedian entered a joke contest and sent in ten of his best one-liners and waited to see if he had won. Sadly no pun in ten did.,1
A common way that these are depicted in a single scene is with one woman and two men performing together.,0
"A common year of 365 days has exactly 52 weeks and one day , so consequently the next new year is one day of the week later.",0
"A complete set of cards is called a pack or deck , and the set of cards held at one time by a player during a game is commonly called their hand . A deck of cards may be used for playing a great variety of card games , some of which may also incorporate gambling.",0
A compromise is an agreement whereby both parties get what neither of them wanted.,1
A contestant just accused me of being an unfair gameshow host. Point taken!,1
"A cop pulled me over today and said: ""papers"".. so i said: ""scissors, I win!""",1
"A cop pulled over a Rabbi on Yom Kippur and said ""hey you were speeding"". The Rabbi replied ""no, I'm fasting"".",1
"A cowboy walks into a German car showroom and says ""Audi"".",1
A Cracked Bell Can Never Sound Well,0
A Creaking Door Hangs Long On Its Hinges,0
A criminal's best asset is his lie ability.,1
"A cucumber and a tomato meet in a saladbar. Cucumber: Gee, how come you look so red? Tomato: I saw the salad dressing.",1
A cure for dyslexia? Now that would be music to my arse.,1
A Curst Cow Has Short Horns,0
"A customer was buying condoms at work today. I asked if he'd like a bag? He said, ""No, she's not that ugly.""",1
A Danger Foreseen Is Half Avoided,0
A dangling appendage that extends from the head of the fish attracts small animals to within striking distance of the fish.,0
"A dark skinned lady named Betty goes to the butcher and asks for some beef. The butcher replies: ""Nooooo Black Betty, ham or lamb!""",1
"A day or two later , in broken hilly country full of water-courses , they had great difficulty in finding a road for the loaded carts , deciding on 27 October to abandon them.",0
A dentist and a manicurist had a terrible fight. It was tooth and nail.,1
A dentist and a manicurist married. They fought tooth and nail.,1
"A despondent Notorious B.I.G sits an empty suitcase on his bed &amp; sighs. ""I love going on vacation but I hate Tupac.""",1
"A despondent Notorious B.I.G sits an empty suitcase on his bed and sighs. ""I love going on vacation but I hate Tupac.""",1
A dictionary is the only place where eighth comes before first.,1
A diplomat is a man who always remembers a woman's birthday but never remembers her age.,1
A diplomat is a man who always remembers a woman’s birthday but never remembers her age.,1
"A doctor told the boy, ""This injection won't hurt a bit.""  That's an MD promise.",1
A doe generally has one or two fawns at a time.,0
A dog sled is a sled pulled by one or more sled dogs used to travel over ice and through snow.,0
"A dog walker was found dead in the local park, police have found the dog, but as of yet, they have no lead.",1
A donkey had an IQ of 186. He had no friends at all though. because nobody likes a smart-ass.,1
A drop goal is scored in open play by drop kicking the ball over the crossbar and between the uprights.,0
A Drop In The Bucket,0
A Drowning Man Will Catch At A Straw,0
"A duck goes into a shop &amp; asks for a tube of ChapStick. The Cashier says ""That'll be £1.50 please.The Duck says ""Just put it on my bill""",1
"A duck goes into a shop and asks for a tube of ChapStick. The Cashier says ""That'll be £1.50 please.The Duck says ""Just put it on my bill""",1
"A duck walks into the pharmacy to buy some chapstick and says ""just put it on my bill""",1
"A duck was about to cross the road, when a chicken came running &amp; said ""No don't do it! You'll never hear the bloody end of it""",1
"A duck was about to cross the road, when a chicken came running and said ""No don't do it! You'll never hear the bloody end of it""",1
A dwarf got pick-pocketed the other day. How could they stoop so low?,1
"A dwarf walked into a library and asked for a book on irony. The librarian said ""Yes, it's on the top shelf""",1
A Fair Face May Hide A Foul Heart,0
A falling battery killed a man today. It was charged with murder.,1
A family tree is a chart representing family relationships in a conventional tree structure.,0
"A farmer in the field with his cows counted 196 of them, but when he rounded them up he had 200.",1
A Fault Confessed Is Half Redressed,0
A female shark eats a male shark after a turf war in an aquarium in Seoul.  ,0
"A few animals have `` dog '' in their common names but are not canids , such as the prairie dog and the dog fish.",0
"A few beetle genera also possess ocelli , which are small , simple eyes usually situated farther back on the head.",0
"A few butterflies are also plain-colored , like the Cabbage White butterfly.",0
"A few nights later , the group met again `` just to drop a ton of money , drink too much wine , eat steaks , and commiserate about our failed relationships ''.",0
"A few people were injured by flying glass , though none required hospital care.",0
"A few species live in deep water , as deep as 6,000 m.",0
"A few weeks ago, two cartoonists entered a contest. The result was a draw.",1
"A few years later Palahniuk managed to make his first New York Times bestseller , the novel Choke.",0
A fine is a tax for doing wrong. A tax is a fine for doing well.,1
A fire of unknown cause in 1390 destroyed much of the Altstadt.,0
A Fly In The Ointment,0
A Fool Always Rushes To The Fore,0
A fool and his money are never around when you need them.,1
A Fool And His Money Are Soon Parted,0
A Fool At Forty Is A Fool Indeed,0
A Fool May Ask More Questions In An Hour Than A Wise Man Can Answer In Seven Years,0
